Name,Chromosome,Region,M1,M2,F1,F2,F3
A830018L16Rik,1,11484329..12046125,0.016894679,0,8.37E-3,0.026755898,6.155E-3
Gm38178,1,11487142..11489612,0,0,0,0,0
Gm38069,1,11774431..11776574,0,0,0,0,0
Gm22633,1,12445160..12445266,0,0,0,0,0
Mir6341,1,12496210..12496330,0,0,0,0,0
Gm17644,1,12737787..12743314,0,0,0,0,0
Gm29663,1,complement(12740548..12741400),0,0,0,0,0
Sulf1,1,12762501..12931416,36.90401174,91.28451619,68.40471458,62.7600563,91.85802856
Slco5a1,1,complement(12936773..13062874),0.039365617,0.225308779,0.288629024,1.304524139,0.623870066
Gm37162,1,complement(13129625..13130175),0,0,0,0,0
Gm29283,1,13139062..13148886,0,0,0,0,0
Prdm14,1,complement(13183681..13197387),0,0,0,0,0
Ncoa2,1,complement(13209329..13444307),8.59926503,9.563360548,8.494048112,11.8121694,11.23080985
Gm38376,1,complement(13247686..13249938),0,0,0,0,0
Gm37409,1,complement(13305033..13306658),0,0,0,0,0
Gm55160,1,13332422..13332503,0,0,0,0,0
Gm38223,1,complement(13360036..13360730),0,0,0,0,0
Gm37702,1,complement(13367260..13369131),0,0,0,0,0
Gm23169,1,complement(13404722..13404833),0,0,0,0,0
Gm38120,1,complement(13413787..13418428),0,0,0,0,0
Gm38380,1,complement(13424707..13426954),0,0,0,0,0
Gm29570,1,13446294..13458637,0,0,0.075241487,0.04509901,0
Tram1,1,complement(13634922..13660134),172.4229247,210.7462298,208.8550553,216.1816767,241.5975895
Gm57152,1,13663819..13667317,0,0,0,0,0
Lactb2,1,complement(13693554..13730770),17.43074607,18.64654372,19.48692716,22.97714557,17.9557757
Gm38319,1,complement(13711707..13712972),0,0,0,0,0
Xkr9,1,13738995..13771947,0,0.03013338,0.026604077,0.031892446,0.058694318
Gm26273,1,complement(13844558..13844688),0,0,0,0,0
Gm36947,1,complement(13917095..13919343),0,0,0,0,0
Gm55173,1,14002602..14002909,0,0,0,0,0
Gm37400,1,complement(14179439..14183043),0,0,0,0,0
Eya1,1,complement(14239178..14380459),0.307982764,0.676403311,0.567650186,0.873227272,1.324749092
Gm55247,1,14252802..14252901,0,0,0,0,0
Gm37444,1,complement(14325776..14326214),0,0,0,0,0
Gm9947,1,14823161..14847155,0,0,0,0,0.015850429
Msc,1,complement(14823570..14826216),0,0,0,0.024126022,0
Gm37412,1,14858869..14863189,0,0,0,0,0
Trpa1,1,complement(14942872..14989086),0,0,0,0,0
Gm26345,1,complement(15089264..15089383),0,0,0,0,0
Kcnb2,1,15357478..15793974,0,0,0,2.025E-3,0
Gm38116,1,15434526..15436058,0,0,0,0,0
Gm37138,1,15626473..15628561,0,0,0,0,0
Gm25227,1,complement(15756159..15756270),0,0,0,0,0
Gm25168,1,15828056..15828187,0,0,0,0,0
Terf1,1,15875870..15914276,11.94104737,15.63645828,15.21171249,12.79017908,16.75562278
Gm37509,1,15923555..15926723,0,0,0,0,0
Sbspon,1,complement(15924086..15962946),1.599614974,6.008549998,3.598695178,1.475269363,1.162128267
Gm55274,1,15949754..15950056,0,0,0,0,0
4930444P10Rik,1,complement(16136203..16163549),0.050135348,0,0.099349399,0.029774528,0
Rpl7,1,complement(16171519..16174886),1736.769874,1590.139527,1724.807312,1210.003284,1246.842473
Rdh10,1,16175998..16203958,12.17033758,14.93473352,15.66128942,20.36174771,16.27063629
Gm38249,1,complement(16278421..16280741),0,0,0,0,0
Gm28095,1,16298730..16314286,0,0.038308179,0,0,0.037308665
Stau2,1,complement(16298898..16590336),11.76168235,12.59315369,11.03467091,12.11745629,13.3033842
Gm7568,1,16323816..16338145,0.051559931,0,0,0,0
Ube2w,1,complement(16611014..16689713),30.89764445,34.26295543,30.91516262,31.33539593,32.63522524
Gm38342,1,16688784..16691763,0,0,0,0,0
Eloc,1,complement(16711949..16727266),68.45435392,78.24239771,75.48760068,71.96004599,78.76930668
D030040B21Rik,1,16727776..16732502,9.274E-3,0.041633351,0.01837857,0.011015935,0.070957388
Tmem70,1,16735431..16748499,43.84376099,48.88491945,48.41002128,42.82864658,48.24610028
Ly96,1,16758275..16779835,12.28285328,8.128575284,10.51387396,12.06237293,9.715691678
Gm28376,1,16968409..17161855,0,0,0,0,0
4921511E07Rik,1,17001194..17002020,0,0,0,0,0
Jph1,1,complement(17034784..17168113),0.615650133,0.923155824,1.460908762,5.518158944,3.262660696
Gm28783,1,17194971..17199180,0,0,0,0,0
Gdap1,1,17215586..17234495,0.210711454,0.168908297,0.218717105,0.218494816,0.314380158
Gm28784,1,17238627..17243327,0,0,0,0,0
Gm25166,1,17590225..17590335,0,0,0,0,0
Pi15,1,17672125..17701163,128.1959121,133.2090413,136.7989025,334.589321,101.5047771
Gm28154,1,complement(17685308..17711305),0.012260458,0.068796694,0.036443423,0.065531492,0.040201016
Gm16070,1,complement(17746251..17797870),0.012394155,6.955E-3,6.14E-3,0.051524741,0
Crispld1,1,17797269..17836568,4.856477326,3.219986957,2.831504634,12.13531953,2.203318387
Gm28153,1,complement(17812139..17875641),0,0,0,0,0
Gm28756,1,complement(18064686..18129280),0.010061208,0,0,0.023900721,0.01099662
Crisp4,1,complement(18185415..18216126),0,0,0,0,0
Defb18,1,complement(18306697..18307667),0,0,0,0,0
Defb41,1,complement(18321204..18335362),0,0,0,0,0
Gm24075,1,complement(19039986..19040057),0,0,0,0,0
Gm15825,1,complement(19133524..19175064),0,0,0,0,0
Tfap2d,1,19173246..19236570,0,0,0,0,0
Tfap2b,1,19279138..19308800,0.126471517,0.11904064,0.254661211,0.251979511,0.695608233
Gm28340,1,19312949..19313993,0,0,0,0,0
Gm55451,1,complement(19584079..19584143),0,0,0,0,0
Gm38382,1,19684493..19686991,0,0,0,0,0
Pkhd1,1,complement(20128003..20688288),3.614E-3,0.018250595,0.021484047,0.210329681,0.110596337
Gm37315,1,complement(20132294..20135772),0,0,0,0,0
4930486I03Rik,1,20426676..20462524,0,0,0,0,0
Gm24162,1,complement(20515035..20515136),0,0,0,0,0
Lincmd1,1,20740106..20754522,0.027948808,0.292745981,0.166152071,2.329297654,0.794228964
Mir206,1,20749234..20749306,0,0,0,0,0
Mir133b,1,20752993..20753111,0,0,0,0,0
Il17a,1,20801129..20804720,0,0,0,0,0
Il17f,1,complement(20847370..20860841),0,0,0,0,0
Mcm3,1,complement(20873192..20890536),39.64740911,65.32243851,70.4132776,69.68413677,92.01498173
Gm28065,1,20906885..20909913,0,0,0,0,0
Gm24723,1,complement(20912759..20912890),0,0,0,0,0
6720483E21Rik,1,complement(20958874..20960697),0.2308688,0.103637305,0.182998045,0.274218088,0.25233316
Paqr8,1,20960830..21009874,3.251009629,4.510337804,4.957753157,5.545920919,5.577077812
Gm24171,1,complement(20985634..20985764),0,0,0,0,0
Efhc1,1,21021850..21061065,7.623689279,6.452924211,6.022028056,5.049189574,4.659020962
Tram2,1,complement(21066523..21149453),24.86354034,33.77571035,31.53907155,50.78316441,49.61110107
Gm28287,1,21150338..21151972,0,0,0,0,0
Tmem14a,1,21288799..21300391,10.66063598,8.913882171,9.026639316,8.684046387,7.15423344
Gm38224,1,21304946..21307045,0,0,0,0,0
Gsta3,1,21310813..21335885,0.059524184,0.227124112,0.318477261,0.148471672,1.281647986
Gm28836,1,complement(21320583..21341817),0,0,0,0,0
Gm4956,1,complement(21355457..21395963),0,0,0,0,0
Khdc1a,1,21419865..21422424,0,0,0,0,0
Khdc1c,1,21438555..21441069,0,0,0,0,0
Khdc1b,1,21453780..21456597,0,0,0,0,0
Kcnq5,1,complement(21468627..22032166),0.830635255,0.83405858,0.64973945,1.461925849,1.143096455
Gm36949,1,complement(21524915..21527241),0,0,0,0,0
Gm38243,1,complement(21909172..21910738),0,0,0,0,0
Rims1,1,complement(22356475..22845203),0.012764312,0.010743593,0.012647033,0.041692791,0.05580415
Gm29506,1,complement(23087376..23274754),0,0,0,0,0
Ppp1r14bl,1,complement(23139554..23141334),0,0,0,0,0
Gm24176,1,23284292..23284412,0,0,0,0,0
Gm6420,1,complement(23294766..23295488),0,0,0,0,0
Mir30a,1,23311350..23311420,0,0,0,0,0
Gm27028,1,23330618..23331016,0.518442217,0.436367599,0.06420984,0.46184099,0
Mir30c-2,1,23330782..23330865,0,0,0,0,0
Gm29107,1,23332810..23333156,0,0,0.147664129,0.177016864,0
Ogfrl1,1,complement(23405505..23436853),4.419561663,6.087110064,5.282548078,7.207515892,5.196401422
Gm28822,1,23613668..23635745,0,0.074597546,0,0,0
B3gat2,1,23800834..23888239,0.491884904,0.631547658,0.483235205,0.529780681,0.537616484
Smap1,1,complement(23883927..23961398),54.72346125,51.99780722,53.67601397,55.44559338,55.42379643
Sdhaf4,1,complement(24035020..24044737),71.8915933,60.29461868,51.82571635,47.57966199,41.35723177
Gm26524,1,24044586..24044975,0,0,0,0,0
Fam135a,1,complement(24050174..24139422),13.98816029,16.65770013,14.87480056,20.10749197,19.50259721
Gm37580,1,24139706..24142505,0,0,0,0,0
Col9a1,1,24216691..24291765,22.86749084,8.165016386,7.456412053,10.06577335,1.734267688
Col19a1,1,complement(24300971..24626553),0,0.042135103,0.04464015,0.178379125,0.192867977
Gm26418,1,complement(24587922..24588058),0,0,0,0,0
Lmbrd1,1,24717711..24805382,26.16533723,23.2683138,21.46296869,28.62027065,20.69335137
Gm28237,1,complement(25002290..25004239),0,0,0,0,0
Gm29414,1,complement(25065662..25066313),0,0,0,0,0
Adgrb3,1,complement(25106557..25868788),0,1.564E-3,1.38E-3,6.619E-3,4.568E-3
Gm20172,1,complement(25315485..25317035),0,0,0,0,0
Gm22260,1,complement(25318526..25318632),0,0,0,0,0
Gm37543,1,complement(25323299..25324329),0,0,0,0,0
Gm37331,1,complement(25335593..25338967),0,0,0,0,0
Gm37211,1,complement(25353357..25356789),0,0,0,0,0
Gm37862,1,complement(25364947..25367479),0,0,0,0,0
Gm38286,1,complement(25385059..25388163),0,0,0,0,0
Gm37880,1,complement(25401645..25404901),0,0,0,0,0
Gm25294,1,25490152..25490255,0,0,0,0,0
Gm37011,1,complement(25647331..25650265),0,0,0,0,0
Gm37051,1,complement(25659319..25662261),0,0,0,0,0
Gm38260,1,complement(25711326..25715320),0,0,0,0,0
Gm37628,1,complement(25725143..25730582),0,0,0,0,0
8030445P17Rik,1,complement(25761119..25763859),0,0,0,0,0
Gm38198,1,complement(25774470..25778050),0,0,0,0,0
Gm37077,1,complement(25794424..25798114),0,0,0,0,0
Gm37895,1,complement(25814838..25819387),0,0,0,0,0
Gm36952,1,complement(25836362..25839986),0,0,0,0,0
Gm37602,1,complement(25843178..25846487),0,0,0,0,0
2900022M07Rik,1,complement(25848037..25849053),0,0,0,0,0
2900002M20Rik,1,complement(25863471..25863800),0,0,0,0,0
Gm9884,1,25869738..25870959,0,0,0,0,0
Gm24064,1,26605914..26606019,0,0,0,0,0
4931408C20Rik,1,complement(26720895..26726541),0,0,0.023732956,0,0
n-R5s209,1,complement(26998184..26998302),0,0,0,0,0
Gm5524,1,27923059..27941903,0.04143799,0.023251959,0,0.012304658,0
Gm38089,1,28608999..28610512,0,0,0,0,0
Gm597,1,complement(28815198..28819333),0.035825848,0,0,0,0.039156653
Gm55767,1,complement(29320045..29320156),0,0,0,0,0
Gm55769,1,29340561..29340660,0,0,0,0,0
Gm55770,1,complement(29400356..29400451),0,0,0,0,0
Mir6342,1,29460569..29460693,0,0,0,0,0
Gm55771,1,30025015..30025124,0,0,0,0,0
Gm55772,1,complement(30372372..30372478),0,0,0,0,0
Gm9898,1,complement(30757641..30759043),0.044543162,0,0,0,0
Phf3,1,complement(30841420..30913002),20.88082203,24.56649639,21.84988919,28.44849367,27.44474324
Gm37522,1,complement(30872629..30875512),0,0,0,0,0
Gm37906,1,complement(30904585..30907619),0,0,0,0,0
Ptp4a1_1,1,complement(30979383..30988390),0.802645111,1.241178766,1.211400161,1.352433118,1.50971827
Ptp4a1_2,1,complement(30979383..30988851),105.6874478,125.6369168,130.7934929,190.0910217,197.2701079
Gm5698,1,complement(31016324..31017049),0.071232247,0,0,0,0
4931428L18Rik,1,complement(31036933..31261765),0.016120515,0.012060867,0.010648265,0,0
Gm28644,1,31081000..31082756,0,0,0,0,0
Gm55778,1,complement(31161806..31161943),0,0,0,0,0
Gm29128,1,31175107..31189186,0,0,0.01792843,0,0
Lgsn,1,31215482..31243806,0,0,0,0,0
Dnaaf6rt,1,31261919..31263369,0,0,0,0,0
Gm26145,1,complement(31298674..31298800),0,0,0,0,0
Gm6489,1,31326026..31326787,0,0,0,0,0
Gm23032,1,complement(31695713..31695819),0,0,0,0,0
Khdrbs2,1,32211795..32697649,0,0,0,5.969E-3,8.239E-3
Gm25814,1,complement(32252214..32252320),0,0,0,0,0
Gm37999,1,32512838..32514646,0,0,0,0,0
Gm37110,1,32524396..32526023,0,0,0,0,0
Gm37911,1,32535525..32537069,0,0,0,0,0
Gm9839,1,complement(32558644..32560080),0,0,0,0,0
Gm37792,1,32578109..32581521,0,0,0,0,0
Semp2l1,1,complement(32582767..32586375),0.071646732,0.144730401,7.099E-3,8.51E-3,7.831E-3
Gm24732,1,complement(32607440..32607502),0,0,0,0,0
Gm37426,1,32749260..32751729,0,0,0,0,0
Gm55794,1,32765720..32766011,0,0,0,0,0
Gm37151,1,complement(33006565..33011571),0,0,0,0,0
Gm37724,1,33104211..33105431,0.127062927,1.544798482,0.482599267,0.503070038,0.995279689
Gm24901,1,33231074..33231183,0,0,0,0,0
Gm37591,1,complement(33251855..33254556),0,0,0,0,0
Gm25792,1,33332757..33332856,0,0,0,0,0
Gm23453,1,33461814..33461919,0,0,0,0,0
Prim2,1,complement(33492891..33708876),9.619196365,12.99916884,14.19051529,12.56323381,16.85779287
Gm37618,1,complement(33652839..33655913),0,0,0,0,0
1700001G17Rik,1,33708900..33710163,0,0,0,0,0
Gm38173,1,complement(33710996..33713309),0,0,0,0,0
Gm57180,1,complement(33758492..33759167),0.500141307,0.841927814,0.792873541,1.18810158,0.437312402
Rab23,1,33758968..33781645,12.40900989,19.60715232,19.26504464,18.33478071,27.77010948
Bag2,1,complement(33784565..33796876),10.79430507,18.27052165,17.45390964,17.78087812,21.6925679
Gm37905,1,33787088..33787428,0,0,0,0,0
Zfp451,1,complement(33800626..33853676),8.413949929,8.98089646,9.299059693,12.73754185,11.92438672
Bend6,1,complement(33891133..33946897),1.882042996,1.425050809,3.512321436,5.440435562,2.453554589
Gm37067,1,complement(33928571..33930198),0,0,0,0,0
Dst,1,33947306..34347742,16.81865416,22.05000061,16.76388956,25.21163776,31.01740519
Gm37354,1,33961536..33963919,0,0,0,0,0
Gm23792,1,complement(34020491..34020583),0,0,0,0,0
Gm38157,1,34071181..34072878,0,0,0,0,0
Mir6896,1,34156440..34156512,0,0,0,0,0
Gm26788,1,complement(34204937..34217527),0.108144314,0.097092247,0.053575337,0.1990977,0.100468912
A930005N03Rik,1,complement(34308963..34310209),0,0,0,0,0
Gm37958,1,complement(34368514..34369388),0,0,0,0,0
Gm37385,1,34389856..34390242,0,0,0,0,0
gene:ENSMUSG00000121838,1,complement(34454844..34457067),0.651083234,0.521914484,0.472306105,0.372857688,0.648078693
Gm37233,1,complement(34466083..34472421),1.623474936,2.73750281,2.384546224,3.289751876,2.666077576
Mir5103,1,complement(34472202..34472280),0,0,0,0,0
Ccdc115,1,complement(34475751..34478753),22.49168696,21.12195923,21.70070407,20.39846136,22.79353321
Gm28306,1,complement(34478592..34483811),0.488795947,0.109710568,0.774887752,0.522517642,0.427392272
Imp4,1,34478932..34488437,12.60366035,15.3082223,14.19823485,14.79424698,18.05446271
Ptpn18,1,34498843..34514814,0.175249761,0.11174694,0.082873422,0.104077845,0.060945532
Gm28417,1,complement(34507915..34512275),0.108302851,0.081028818,0.017884626,0.042879478,0.059185998
4930568A12Rik,1,complement(34516248..34525072),0.012191092,0,0,0,0
Prss39,1,34537491..34542144,0,0,0,0,0
Cfc1,1,34574729..34583394,0,0,0,0,0
Prss40,1,complement(34583049..34600024),0,0,0,0,0
1700101I19Rik,1,complement(34618283..34618792),0,0,0,0,0
Amer3,1,34618738..34630025,0,0,0,0,0
Arhgef4,1,34717269..34852390,0.841719409,0.815141401,0.909330109,1.111888858,1.140655406
Smim39,1,34840875..34841045,0,0,0,0,0
Gm38336,1,complement(34848441..34850989),0.375331623,0.432601382,0.341730363,0.313269153,0.266093188
Fam168b,1,complement(34852300..34882146),102.6860539,117.9141924,119.3803648,140.698101,134.4564909
Gm37127,1,34862606..34865641,0,0,0,0,0
Plekhb2,1,34889057..34918661,8.614785293,11.53907379,12.22446186,14.21608092,12.04122342
Gm25096,1,complement(35218037..35218165),0,0,0,0,0
Gm37068,1,complement(35664687..35690378),0,0,0,0,0
Gm25634,1,35800683..35800787,0,0,0,0,0
Gm28415,1,35846055..35849543,0,0,0,0,0
1110002O04Rik,1,35918926..35920200,0.091368571,0.205077352,0,0.108524473,0.0998633
Gm37146,1,complement(36021041..36025454),0,0,0.110668364,0.132667066,0
Gm33222,1,complement(36042065..36050125),0,0,0,0,0
4930535G08Rik,1,36050153..36050975,0,0,0,0,0
Gm38049,1,complement(36068728..36070099),0,0,0,0,0
Hs6st1,1,36107481..36145527,9.000133968,16.03816277,12.98090787,16.63635914,30.57137807
Gm37335,1,complement(36144465..36145527),0,0,0,0,0
Gm33280,1,36171099..36177827,0.291217611,0.231936711,0.07446242,0.156212157,0.318292728
Uggt1,1,complement(36179108..36283801),40.63578272,51.84848651,46.70671645,54.74377001,65.55094469
Mir6897,1,complement(36183333..36183394),0,0,0,0,0
Neurl3,1,complement(36303678..36313760),0.016075415,0.045101718,0.031855426,0.047734575,0.052709942
Arid5a,1,36346814..36363110,4.270373193,4.96830958,4.155544122,5.155474991,5.852841498
4930403P22Rik,1,36371789..36372501,0.072531011,0,0.035932295,0.043074931,0
Kansl3,1,complement(36374811..36408262),28.02039076,32.50048661,33.55416541,35.15848452,38.75765485
Mir6898,1,complement(36387763..36387839),0,0,0,0,0
Fer1l5,1,36411372..36461191,0.06102259,0.100441441,0.032246352,0.173953324,0.06224959
Lman2l,1,complement(36458952..36484352),8.706944315,9.377070662,8.404133615,8.772593981,7.980297653
Cnnm4,1,36510701..36547845,4.181933248,7.072832917,8.080108334,9.132955788,11.76920737
Gm37909,1,36513033..36515191,0,0,0,0,0
Gm56056,1,36545643..36545783,0,0,0,0,0
Cnnm3,1,36550948..36567318,7.926351615,7.52129175,6.480753194,9.70168218,8.597250184
Gm38033,1,complement(36566615..36567318),0,0,0,0,0
Ankrd23,1,complement(36569269..36575964),3.710336395,6.423437844,7.6279719,30.34802182,14.10445999
Gm42417,1,complement(36569274..36578510),0.188901674,0,0.132117196,0.501535102,0.898726787
Ankrd39,1,complement(36576588..36586526),4.39474188,5.07542211,4.838792311,4.57320823,4.311459587
Sema4c,1,complement(36587720..36597430),26.71865279,28.41823799,29.76417581,32.9123797,32.27930614
D430040D24Rik,1,36596782..36604694,2.147161417,1.650872685,2.453337748,3.12550482,2.057183985
Fam178b,1,complement(36601773..36722264),0.407383233,0.301916048,0.487414531,0.748638204,0.47886293
Gm56095,1,36703046..36703120,0,0,0,0,0
Cox5b,1,36730530..36732762,191.5917179,188.5558968,197.9838206,182.0103119,191.9703621
Actr1b,1,complement(36737195..36753503),92.78743463,99.8875451,109.0846465,114.4709742,127.33461
4933424G06Rik,1,36749230..36797034,0.13343793,0.299502303,0.20566294,0.140882687,0.307892755
Gm33533,1,complement(36778129..36783873),0,0.035540043,0,0,0
Zap70,1,36800879..36821899,0.017284295,0.038794713,0.085627428,0.349004839,0.085010637
gene:ENSMUSG00000121718,1,complement(36803944..36804253),0,0,0,0,0
Tmem131,1,complement(36831272..36982747),20.98966025,26.47204824,25.19241332,30.80704608,34.27806455
Gm37506,1,complement(36910984..36911126),0,0,0,0,0
Gm38115,1,complement(36952682..36955620),0,0,0.010617375,0,0.023424214
F830112A20Rik,1,complement(36961878..36965429),0,0,0,0,0
n-R5s210,1,37044520..37044638,0,0,0,0,0
Vwa3b,1,37065677..37226694,0.026892674,0.03018039,0.062173023,0.042589601,0.019595295
Gm37020,1,complement(37171354..37172345),0,0,0,0,0
Cnga3,1,37253515..37302465,0,0,0.019423598,7.762E-3,0.028568425
1700074A21Rik,1,complement(37338433..37338778),0,0,0,0,0
Inpp4a,1,37338946..37449817,5.389531777,6.135025123,4.501396023,6.250704556,5.955907989
4930439A04Rik,1,complement(37368748..37373253),0,0,0,0,0
Gm37135,1,complement(37370052..37370585),0,0,0,0,0
Coa5,1,complement(37456165..37469184),61.66125283,65.99194723,54.64560011,74.77475478,81.48137457
Unc50,1,37469220..37478205,98.56562524,100.3791947,95.06394956,86.32156166,81.8128348
Mgat4a,1,complement(37478421..37580097),1.357001674,1.781972693,1.619009177,2.050515194,1.869314456
4930594C11Rik,1,complement(37524932..37527686),0,0,0,0,0
Cracdl,1,complement(37650758..37759166),0.020380142,0.034307522,0.020192888,0.108930771,0.055687318
4930556I23Rik,1,37653340..37654453,0,0,0,0,0
4930470B04Rik,1,37699803..37701728,0,0,0,0,0
Gm19863,1,complement(37733528..37735745),0,0,0,0,0
Tsga10,1,complement(37793857..37905510),2.209342091,1.997705766,1.958363997,2.30732068,1.815700626
